,City,Lat-Long 1,Lat-Long 2,Box size
12611,"('Hampden', 'United States')","('44.680683', '-68.9651917')","('44.7833806', '-68.78128')",18.50616697744371 km
12612,"('Landsberg', 'Germany')","('47.9878848', '10.807257')","('48.0794911', '10.9238811')",13.393875352818522 km
12613,"('Ogawa', 'Japan')","('36.004901', '139.185736')","('36.099115', '139.308481')",15.218619993873205 km
12614,"('North Chicago', 'United States')","('42.28763', '-87.8996865')","('42.3417527', '-87.8246336')",8.627153391604354 km
12615,"('Greenville', 'United States')","('34.7687981', '-82.4349118')","('34.890824', '-82.2869685')",19.141813912035566 km
12616,"('Oelde', 'Germany')","('51.7581019', '8.0817955')","('51.8997389', '8.2598919')",19.97737297070554 km
12617,"('Aberdeen', 'United States')","('46.9436178', '-123.8605036')","('47.02059', '-123.680727')",16.1338429807049 km
12618,"('Duluth', 'United States')","('46.6491584', '-92.301192')","('46.880571', '-91.920178')",38.844569061505645 km
12619,"('Königsbrunn', 'Germany')","('48.2280882', '10.855113')","('48.293868', '10.9113489')",8.42227298040041 km
12620,"('Winona', 'United States')","('43.9767152', '-91.7204569')","('44.1292339', '-91.591292')",19.857757250870236 km
12621,"(""O'Fallon"", 'United States')","('38.7127263', '-90.82098')","('38.8733246', '-90.649074')",23.25719924324483 km
12622,"('Ukiah', 'United States')","('39.110979', '-123.233284')","('39.168318', '-123.180694')",7.822681769386211 km
12623,"('Atwater', 'United States')","('45.1265796', '-94.793157')","('45.1442804', '-94.7571896')",3.445907066709188 km
12624,"('Krotoszyn', 'Poland')","('51.6641495', '17.4049836')","('51.7260813', '17.48294')",8.748419459270941 km
12625,"('Sanford', 'United States')","('35.4070654', '-79.2415119')","('35.5953755', '-79.0923973')",24.890679005439647 km
12626,"('Ja‘ār', 'Yemen')","('13.1831254', '45.265762')","('13.2631254', '45.345762')",12.39025994677697 km
12627,"('Highland Park', 'United States')","('32.818944', '-96.8192247')","('32.8439131', '-96.780934')",4.530063019862372 km
12628,"('Drexel Heights', 'United States')","('32.1212491', '-111.0484428')","('32.1612491', '-111.0084428')",5.823809928223161 km
12629,"('Westfield', 'United States')","('42.0807976', '-72.8538949')","('42.2004746', '-72.6848905')",19.284875058148423 km
12630,"('Hermiston', 'United States')","('45.8059332', '-119.326716')","('45.864779', '-119.2486692')",8.918940779489445 km
12631,"('Riihimäki', 'Finland')","('60.6477392', '24.6056254')","('60.8003074', '24.8447251')",21.430678371442593 km
12632,"('Fortuna Foothills', 'United States')","('32.6178355', '-114.4518901')","('32.6978355', '-114.3718901')",11.620447993371668 km
12633,"('Tredyffrin', 'United States')","('40.0345517', '-75.5302626')","('40.0971581', '-75.3609224')",16.03220217187445 km
12634,"('Bourgoin-Jallieu', 'France')","('45.5687883', '5.2258778')","('45.6362954', '5.323566')",10.694769485302112 km
12635,"('Orchard Park', 'United States')","('42.749763', '-78.758835')","('42.774059', '-78.72213')",4.038755890820067 km
12636,"('Rotterdam', 'United States')","('42.7470209', '-74.0109583')","('42.8270209', '-73.9309583')",11.03754034457116 km
12637,"('Likino-Dulevo', 'Russia')","('55.6894622', '38.9197112')","('55.739087', '38.9744446')",6.5085086131956285 km
12638,"('Rösrath', 'Germany')","('50.8669327', '7.133527')","('50.9430972', '7.2472519')",11.65265587248678 km
12639,"('Kavajë', 'Albania')","('41.1451602', '19.5390768')","('41.1975508', '19.5928972')",7.365560986674319 km
12640,"('Gyula', 'Hungary')","('46.5447331', '21.1329052')","('46.7183526', '21.4557082')",31.361461785887997 km
12641,"('Kiskunfélegyháza', 'Hungary')","('46.6032341', '19.7552065')","('46.8341151', '19.9825688')",30.998425833523594 km
12642,"('Upper Merion', 'United States')","('40.0529313', '-75.4630158')","('40.1182705', '-75.3193351')",14.240736647862622 km
12643,"('Kostomuksha', 'Russia')","('64.5645175', '30.5413571')","('64.6161819', '30.6602605')",8.10001104447569 km
12644,"('Glenville', 'United States')","('43.5610851', '-93.2940133')","('43.5858941', '-93.2662446')",3.5537552980232467 km
12645,"('Central', 'United States')","('32.8475652', '-109.8128591')","('32.8875652', '-109.7728591')",5.804666659813477 km
12646,"('Quivicán', 'Cuba')","('22.7321396', '-82.4690367')","('22.9147109', '-82.2776229')",28.193711849981757 km
12647,"('Pittsford', 'United States')","('43.0840827', '-77.5279425')","('43.0970287', '-77.5085195')",2.137630423187201 km
12648,"('Winnenden', 'Germany')","('48.8433607', '9.362098')","('48.9025469', '9.4627203')",9.889754613442198 km
12649,"('Izu', 'Japan')","('34.826384', '138.583453')","('35.016187', '139.068831')",49.09624201233016 km
12650,"('Chicago Heights', 'United States')","('41.48141', '-87.674425')","('41.543357', '-87.59686')",9.447903378334882 km
12651,"('Divnogorsk', 'Russia')","('55.9214205', '92.2476561')","('55.9688124', '92.4464375')",13.49450295772355 km
12652,"('Orange', 'France')","('44.0647104', '4.7278251')","('44.187834', '4.87866')",18.245639372386353 km
12653,"('Northeim', 'Germany')","('51.6418355', '9.8894506')","('51.7897952', '10.1190576')",22.865226385380176 km
12654,"('Khmil’nyk', 'Ukraine')","('49.5166299', '27.9127628')","('49.5810712', '28.0067381')",9.880023870884997 km
12655,"('Oyabe', 'Japan')","('36.585569', '136.783145')","('36.743082', '136.937656')",22.278758096461928 km
12656,"('Bühl', 'Germany')","('48.6273573', '8.0329686')","('48.7582943', '8.2575535')",22.03155236882234 km
12657,"('Aioi', 'Japan')","('34.7067953', '134.408473')","('34.922', '134.503662')",25.41313801193921 km
12658,"('Mahón', 'Spain')","('39.8308943', '4.1564825')","('40.0215358', '4.327927')",25.746143260635517 km
12659,"('Anadia', 'Portugal')","('40.3953599', '-8.57982')","('40.5125262', '-8.3114947')",26.21699840133711 km
12660,"('Truskavets’', 'Ukraine')","('49.2528196', '23.483591')","('49.2893799', '23.5359559')",5.5726963407704275 km
12661,"('Bogdanovich', 'Russia')","('56.7498453', '62.0003993')","('56.8087123', '62.1029609')",9.070841941784627 km
12662,"('Cañada de Gómez', 'Argentina')","('-32.8334495', '-61.4311371')","('-32.796134', '-61.3761955')",6.602920911813826 km
12663,"('Chortkiv', 'Ukraine')","('48.9795556', '25.755727')","('49.0302444', '25.8167798')",7.192360292383861 km
12664,"('Pālpā', 'Nepal')","('27.869238', '83.444302')","('27.909238', '83.484302')",5.92963690753179 km
12665,"('Cyangugu', 'Rwanda')","('-2.5287775', '28.8558127')","('-2.4487775', '28.9358127')",12.546476810684602 km
12666,"('Johnston', 'United States')","('41.652678', '-93.785111')","('41.753938', '-93.664554')",15.072469470625322 km
12667,"('East Fishkill', 'United States')","('41.5133306', '-73.8356214')","('41.5933306', '-73.7556214')",11.112663754537678 km
12668,"('Newberg', 'United States')","('45.280879', '-122.9897827')","('45.3301088', '-122.925624')",7.433274418444035 km
12669,"('Viacha', 'Bolivia')","('-16.9172211', '-68.4836536')","('-16.5466396', '-68.14693')",54.50864639174346 km
12670,"('Voorhees', 'United States')","('39.809486', '-75.018474')","('39.873839', '-74.908607')",11.810240342316217 km
12671,"('Cottica', 'Suriname')","('3.8340473', '-54.2473095')","('3.8740473', '-54.2073095')",6.2691876310695624 km
12672,"('Cheshire', 'United States')","('41.4479162', '-72.969367')","('41.5639674', '-72.846707')",16.46208215036745 km
12673,"('Norwood', 'United States')","('40.70314', '-89.706821')","('40.711032', '-89.694728')",1.3462618740084895 km
12674,"('Wellesley', 'United States')","('42.2696132', '-71.3297504')","('42.3280809', '-71.2275306')",10.64101508735652 km
12675,"('Örnsköldsvik', 'Sweden')","('63.2398887', '18.5256957')","('63.3462004', '18.8346004')",19.507690249971414 km
12676,"('Lewes', 'United States')","('38.7573416', '-75.1929081')","('38.807189', '-75.1032253')",9.557533028123087 km
12677,"('Kroměříž', 'Czechia')","('49.2291005', '17.3392375')","('49.3333053', '17.4619992')",14.63179123844616 km
12678,"('Aleysk', 'Russia')","('52.4419216', '82.6985552')","('52.5555672', '82.8389722')",15.838556326580209 km
12679,"('Washington', 'United States')","('38.7916303', '-77.1197663')","('38.9958524', '-76.909366')",29.106351503842742 km
12680,"('Primero de Enero', 'Cuba')","('21.7574855', '-78.5673363')","('22.0375555', '-78.1518554')",52.962948671090416 km
12681,"('Vernon', 'United States')","('34.121334', '-99.332793')","('34.17012', '-99.258661')",8.719471603015778 km
12682,"('Oak Ridge', 'United States')","('35.874865', '-84.436588')","('36.064502', '-84.156558')",32.87450419896899 km
12683,"('La Concordia', 'Ecuador')","('-3.3196519', '-79.8272625')","('-3.2796519', '-79.7872625')",6.271042359233692 km
12684,"('San Cristóbal', 'Cuba')","('22.4877937', '-83.3727045')","('22.8210261', '-82.8863788')",62.13110195500669 km
12685,"('Agde', 'France')","('43.2628457', '3.4282614')","('43.3539601', '3.5394075')",13.556704128652541 km
12686,"('Laplace', 'United States')","('30.029993', '-90.546813')","('30.111516', '-90.409149')",16.057669912834847 km
12687,"('Beverley', 'United Kingdom')","('53.8025488', '-0.4715677')","('53.8825488', '-0.3915677')",10.344717464758418 km
12688,"('Salem', 'United States')","('44.8512459', '-123.1229614')","('45.0166247', '-122.9352099')",23.609824039769194 km
12689,"('Carpentras', 'France')","('44.0223396', '5.0149369')","('44.1034231', '5.1017856')",11.383778744597755 km
12690,"('Springe', 'Germany')","('52.1283627', '9.4640257')","('52.2654148', '9.7535753')",24.990656263822906 km
12691,"('Samokov', 'Bulgaria')","('42.2977931', '23.5192676')","('42.3777931', '23.5992676')",11.064993207186777 km
12692,"('Ban Phai', 'Thailand')","('16.0188988', '102.6879679')","('16.0988988', '102.7679679')",12.31457378227119 km
12693,"('Athens', 'United States')","('33.8480209', '-83.5374696')","('34.039466', '-83.2408342')",34.68342246325168 km
12694,"('Chambly', 'Canada')","('45.4073898', '-73.3332002')","('45.4873898', '-73.2532002')",10.873018896178177 km
12695,"('North Attleborough', 'United States')","('41.9148205', '-71.3814398')","('42.0144551', '-71.2687446')",14.482578958399438 km
12696,"('Tame', 'Colombia')","('6.0681564', '-72.3683074')","('6.6977429', '-71.2192804')",144.93892498993543 km
12697,"('Old Harbour', 'Jamaica')","('17.8983872', '-77.1534173')","('17.9783872', '-77.0734173')",12.256886260425555 km
12698,"('Nouna', 'Burkina Faso')","('12.7256266', '-3.8329735')","('12.7456266', '-3.8129735')",3.1004665663084294 km
12699,"('Benavente', 'Portugal')","('38.7314904', '-8.9684661')","('39.0319529', '-8.6527944')",43.16058822919884 km
12700,"('Mirandópolis', 'Brazil')","('-21.342', '-51.329')","('-20.8305688', '-50.899')",72.13028150315594 km
12701,"('Schwandorf', 'Germany')","('49.2479558', '11.9897338')","('49.3826214', '12.2108622')",21.97293317905019 km
12702,"('Gagarin', 'Russia')","('55.519738', '34.9466756')","('55.576175', '35.033004')",8.31694123482592 km
12703,"('Tocache Nuevo', 'Peru')","('-5.9409059', '-76.4555929')","('-5.9009059', '-76.4155929')",6.25975353824127 km
12704,"('Dzyarzhynsk', 'Belarus')","('53.667862', '27.081468')","('53.7066548', '27.1781396')",7.709220905083263 km
12705,"('San Javier', 'Chile')","('-35.8570769', '-72.1881851')","('-35.4177069', '-71.579286')",73.60733810544211 km
12706,"('SeaTac', 'United States')","('47.3956926', '-122.3261151')","('47.4890468', '-122.2651278')",11.352767060053196 km
12707,"('Staraya Russa', 'Russia')","('57.9456999', '31.298383')","('58.0240033', '31.3946772')",10.41683802702483 km
12708,"('Cajati', 'Brazil')","('-24.912', '-48.319')","('-24.64', '-48.048')",40.72971512466373 km
12709,"('Höxter', 'Germany')","('51.6718908', '9.2490875')","('51.8648797', '9.4617417')",26.010913035748523 km
12710,"('Luboń', 'Poland')","('52.3187793', '16.8364141')","('52.3590191', '16.9091929')",6.682475476547219 km
12711,"('Raytown', 'United States')","('38.963647', '-94.499178')","('39.029681', '-94.437636')",9.064461433640007 km
12712,"('Yemanzhelinsk', 'Russia')","('54.7209592', '61.289481')","('54.7963936', '61.414726')",11.641562126219961 km
12713,"('Southgate', 'United States')","('42.1842831', '-83.2298557')","('42.2280061', '-83.179593')",6.388764208569663 km
12714,"('West Warwick', 'United States')","('41.6620789', '-71.5342854')","('41.7316402', '-71.4839493')",8.789087161995784 km
12715,"('Meißen', 'Germany')","('51.1291607', '13.4241727')","('51.1931689', '13.5422789')",10.907320824789243 km
12716,"('Barabinsk', 'Russia')","('55.3286493', '78.2858276')","('55.3697819', '78.4158985')",9.436853587918952 km
12717,"('Harrison', 'United States')","('40.733501', '-74.166087')","('40.753966', '-74.137492')",3.3162760982011315 km
12718,"('Niles', 'United States')","('42.0000029', '-87.855008')","('42.0620186', '-87.7672938')",10.010481249755806 km
12719,"('Fernandina Beach', 'United States')","('30.598864', '-81.4772638')","('30.7058291', '-81.4263618')",12.822961573894478 km
12720,"('Windsor', 'United States')","('38.492297', '-122.861144')","('38.5674', '-122.760208')",12.122993952856465 km
12721,"('Big Spring', 'United States')","('32.1934025', '-101.536111')","('32.2806635', '-101.4018617')",15.928887497444528 km
12722,"('Petrovsk', 'Russia')","('52.2618247', '45.3406874')","('52.3434773', '45.4531485')",11.891219291826287 km
12723,"('Balakliia', 'Ukraine')","('49.4428652', '36.8243251')","('49.4869128', '36.9255464')",8.822490104322808 km
12724,"('Hafnarfjörður', 'Iceland')","('63.8293792', '-22.1309605')","('64.0832125', '-21.6483949')",36.877936137319274 km
12725,"('Quakers Hill', 'Australia')","('-33.7474846', '150.8658512')","('-33.7101542', '150.9140354')",6.089823424876271 km
12726,"('Chiredzi', 'Zimbabwe')","('-21.0852949', '31.6288771')","('-21.0052949', '31.7088771')",12.148864383868585 km
12727,"('Stanford le Hope', 'United Kingdom')","('51.4738172', '0.3852037')","('51.5538172', '0.4652037')",10.491117317325632 km
12728,"('Borzya', 'Russia')","('50.3429953', '116.4567138')","('50.4054758', '116.5691824')",10.5979191495607 km
12729,"('Okotoks', 'Canada')","('50.6853685', '-114.015082')","('50.7653685', '-113.935082')",10.54087779541165 km
12730,"('Bella Vista', 'United States')","('36.4153962', '-94.3757084')","('36.4998683', '-94.1619715')",21.32946035397403 km
12731,"('Mount Olive', 'United States')","('39.064265', '-89.750733')","('39.083425', '-89.714959')",3.7560813671793225 km
12732,"('East Haven', 'United States')","('41.239121', '-72.905081')","('41.364196', '-72.816661')",15.741389576794083 km
12733,"('Herentals', 'Belgium')","('51.1551018', '4.7756373')","('51.2159099', '4.8826216')",10.08546932047642 km
12734,"('Milton', 'United States')","('30.6022464', '-87.0774293')","('30.6544015', '-87.0293764')",7.393001950458579 km
12735,"('Morrisville', 'United States')","('42.88993', '-75.655441')","('42.905719', '-75.634146')",2.470158830392475 km
12736,"('Balzar', 'Ecuador')","('-1.5311308', '-80.1546216')","('-1.0813032', '-79.6507792')",74.95462367163354 km
12737,"('Harelbeke', 'Belgium')","('50.8179772', '3.2853005')","('50.8712887', '3.3492388')",7.446629783204443 km
12738,"('Kakuda', 'Japan')","('37.912239', '140.685801')","('38.077155', '140.856664')",23.671236024070826 km
12739,"('Milford', 'United States')","('41.1693202', '-73.122453')","('41.276596', '-72.979047')",16.92732301021669 km
12740,"('Zeitz', 'Germany')","('50.971208', '12.0457826')","('51.1301383', '12.2778931')",24.031561620481934 km
12741,"('Leichlingen', 'Germany')","('51.0811074', '6.9882129')","('51.1385064', '7.157832')",13.486326435152016 km
12742,"('San Salvador', 'Mexico')","('20.263889', '-99.033611')","('20.303889', '-98.993611')",6.088381602808266 km
12743,"('Gorlice', 'Poland')","('49.634831', '21.1189554')","('49.6978014', '21.2129286')",9.750633644604372 km
12744,"('Yangiyer', 'Uzbekistan')","('40.2478256', '68.7882425')","('40.3093558', '68.8511239')",8.676373151835351 km
12745,"('Casselberry', 'United States')","('28.610723', '-81.349906')","('28.6980403', '-81.286252')",11.505484456592034 km
12746,"('Plattsburgh', 'United States')","('44.667204', '-73.483924')","('44.725093', '-73.42954')",7.743666323099559 km
12747,"('Seguin', 'United States')","('29.5119942', '-98.0606123')","('29.6838834', '-97.8358111')",28.935552403778185 km
12748,"('Naranjito', 'Ecuador')","('-2.2085398', '-79.5030975')","('-2.1285398', '-79.4230975')",12.547873083301207 km
12749,"('Tainai', 'Japan')","('37.861278', '139.1335567')","('38.2312564', '139.632023')",60.007138339745694 km
12750,"('Griesheim', 'Germany')","('49.8254877', '8.5197503')","('49.8833744', '8.6026022')",8.77227697768274 km
12751,"('Emmendingen', 'Germany')","('48.0987141', '7.8259589')","('48.1471994', '7.9097335')",8.243986745995828 km
12752,"('Shirley', 'United States')","('40.739204', '-72.9060948')","('40.8542907', '-72.842425')",13.86399102456524 km
12753,"('Olching', 'Germany')","('48.1780888', '11.2831904')","('48.2371537', '11.40485')",11.175842827715442 km
12754,"('Belle Glade', 'United States')","('26.6602194', '-80.7255456')","('26.7135057', '-80.6079034')",13.11305313280864 km
